CH1,CH2,CH3
-4.636e-07,-1.02,-1.02
-4.632e-07,-1.02,-1
-4.628e-07,-1.02,-1
-4.624e-07,-1.02,-0.98
-4.62e-07,-1.02,-0.96
-4.616e-07,-1.02,-0.96
-4.612e-07,-1.02,-0.96
-4.608e-07,-1.02,-0.96
-4.604e-07,-1.02,-0.96
-4.6e-07,-1,-0.98
-4.596e-07,-1,-0.98
-4.592e-07,-1,-0.98
-4.588e-07,-1.02,-0.98
-4.584e-07,-1.02,-0.98
-4.58e-07,-1.02,-0.98
-4.576e-07,-1.04,-0.98
-4.572e-07,-1.02,-0.98
-4.568e-07,-1.02,-0.98
-4.564e-07,-1.02,-0.98
-4.56e-07,-1,-0.96
-4.556e-07,-1,-0.96
-4.552e-07,-1,-0.96
-4.548e-07,-1.02,-0.96
-4.544e-07,-1.02,-0.96
-4.54e-07,-1.02,-0.96
-4.536e-07,-1.02,-0.96
-4.532e-07,-1.02,-0.96
-4.528e-07,-1.04,-0.96
-4.524e-07,-1.04,-0.96
-4.52e-07,-1.04,-0.94
-4.516e-07,-1.04,-0.96
-4.512e-07,-1.02,-0.96
-4.508e-07,-1.02,-0.98
-4.504e-07,-1.02,-0.98
-4.5e-07,-1.04,-0.98
-4.496e-07,-1.04,-0.98
-4.492e-07,-1.04,-0.96
-4.488e-07,-1.04,-0.96
-4.484e-07,-1.04,-0.96
-4.48e-07,-1.02,-0.98
-4.476e-07,-1.02,-0.98
-4.472e-07,-1.02,-0.98
-4.468e-07,-1.02,-1
-4.464e-07,-1.02,-1
-4.46e-07,-1.02,-1
-4.456e-07,-1.02,-1
-4.452e-07,-1.02,-0.98
-4.448e-07,-1.02,-0.98
-4.444e-07,-1.02,-0.98
-4.44e-07,-1.02,-0.98
-4.436e-07,-1.02,-0.98
-4.432e-07,-1,-0.98
-4.428e-07,-1.02,-1
-4.424e-07,-1.02,-1
-4.42e-07,-1.02,-1
-4.416e-07,-1.02,-1.02
-4.412e-07,-1,-1
-4.408e-07,-1,-1
-4.404e-07,-1,-1
-4.4e-07,-1,-0.98
-4.396e-07,-1,-0.98
-4.392e-07,-1,-0.98
-4.388e-07,-1.02,-0.98
-4.384e-07,-1.02,-0.98
-4.38e-07,-1.02,-0.96
-4.376e-07,-1.02,-0.96
-4.372e-07,-1.02,-0.96
-4.368e-07,-1.02,-0.98
-4.364e-07,-1.02,-0.98
-4.36e-07,-1.02,-0.98
-4.356e-07,-1.02,-0.98
-4.352e-07,-1,-0.96
-4.348e-07,-1,-0.96
-4.344e-07,-1,-0.94
-4.34e-07,-1,-0.94
-4.336e-07,-1,-0.96
-4.332e-07,-1,-0.96
-4.328e-07,-1.02,-0.98
-4.324e-07,-1.02,-0.98
-4.32e-07,-1.02,-0.98
-4.316e-07,-1.02,-0.98
-4.312e-07,-1.02,-0.98
-4.308e-07,-1.02,-1
-4.304e-07,-1.02,-1
-4.3e-07,-1.02,-1
-4.296e-07,-1.02,-1.02
-4.292e-07,-1.02,-1
-4.288e-07,-1.02,-1
-4.284e-07,-1.02,-1
-4.28e-07,-1.02,-0.98
-4.276e-07,-1.02,-0.98
-4.272e-07,-1.02,-0.96
-4.268e-07,-1.02,-0.98
-4.264e-07,-1.02,-1
-4.26e-07,-1.02,-1
-4.256e-07,-1.02,-1
-4.252e-07,-1,-0.98
-4.248e-07,-1,-1
-4.244e-07,-1,-1
-4.24e-07,-1.02,-1
-4.236e-07,-1.04,-1.02
-4.232e-07,-1.04,-1
-4.228e-07,-1.04,-1
-4.224e-07,-1.04,-1
-4.22e-07,-1.02,-0.98
-4.216e-07,-1.02,-0.98
-4.212e-07,-1,-0.98
-4.208e-07,-1.02,-0.98
-4.204e-07,-1.02,-0.98
-4.2e-07,-1.02,-0.98
-4.196e-07,-1.02,-0.98
-4.192e-07,-1,-0.98
-4.188e-07,-1,-0.98
-4.184e-07,-1,-0.98
-4.18e-07,-1.02,-1
-4.176e-07,-1.02,-1
-4.172e-07,-1.02,-1
-4.168e-07,-1.04,-1
-4.164e-07,-1.04,-1
-4.16e-07,-1.04,-0.98
-4.156e-07,-1.04,-0.98
-4.152e-07,-1.02,-0.96
-4.148e-07,-1.02,-0.98
-4.144e-07,-1.02,-0.98
-4.14e-07,-1.02,-1
-4.136e-07,-1.02,-1
-4.132e-07,-1.02,-1
-4.128e-07,-1.02,-1
-4.124e-07,-1.02,-1
-4.12e-07,-1.02,-0.98
-4.116e-07,-1.02,-0.98
-4.112e-07,-1,-0.98
-4.108e-07,-1,-0.98
-4.104e-07,-1,-0.98
-4.1e-07,-1,-0.98
-4.096e-07,-1,-0.98
-4.092e-07,-0.98,-0.98
-4.088e-07,-0.98,-0.98
-4.084e-07,-0.98,-0.98
-4.08e-07,-1,-0.98
-4.076e-07,-1.02,-0.98
-4.072e-07,-1.02,-0.98
-4.068e-07,-1.02,-0.98
-4.064e-07,-1.02,-0.98
-4.06e-07,-1.04,-0.96
-4.056e-07,-1.04,-0.96
-4.052e-07,-1.04,-0.96
-4.048e-07,-1.04,-0.98
-4.044e-07,-1.04,-0.98
-4.04e-07,-1.02,-0.98
-4.036e-07,-1.02,-0.98
-4.032e-07,-1.02,-0.96
-4.028e-07,-1.02,-0.96
-4.024e-07,-1.02,-0.94
-4.02e-07,-1.02,-0.96
-4.016e-07,-1.02,-0.98
-4.012e-07,-1,-0.98
-4.008e-07,-1,-0.98
-4.004e-07,-1,-0.98
-4e-07,-1.02,-0.96
-3.996e-07,-1.02,-0.96
-3.992e-07,-1.02,-0.96
-3.988e-07,-1.02,-0.96
-3.984e-07,-1.02,-0.96
-3.98e-07,-1.02,-0.96
-3.976e-07,-1.02,-0.96
-3.972e-07,-1.02,-0.96
-3.968e-07,-1.02,-0.98
-3.964e-07,-1.02,-0.98
-3.96e-07,-1.02,-0.98
-3.956e-07,-1.02,-1
-3.952e-07,-1.02,-0.98
-3.948e-07,-1.02,-0.98
-3.944e-07,-1.02,-0.98
-3.94e-07,-1,-0.96
-3.936e-07,-1,-0.96
-3.932e-07,-1,-0.96
-3.928e-07,-1.02,-0.98
-3.924e-07,-1.02,-0.98
-3.92e-07,-1.04,-0.98
-3.916e-07,-1.04,-1
-3.912e-07,-1.04,-0.98
-3.908e-07,-1.06,-0.98
-3.904e-07,-1.04,-0.98
-3.9e-07,-1.04,-0.96
-3.896e-07,-1.04,-0.96
-3.892e-07,-1.02,-0.96
-3.888e-07,-1.02,-0.96
-3.884e-07,-1.02,-0.96
-3.88e-07,-1.02,-0.98
-3.876e-07,-1.02,-0.98
-3.872e-07,-1.02,-0.98
-3.868e-07,-1.04,-0.98
-3.864e-07,-1.04,-0.98
-3.86e-07,-1.04,-0.98
-3.856e-07,-1.06,-0.98
-3.852e-07,-1.04,-0.98
-3.848e-07,-1.04,-0.98
-3.844e-07,-1.04,-0.98
-3.84e-07,-1.02,-0.96
-3.836e-07,-1.02,-0.96
-3.832e-07,-1,-0.96
-3.828e-07,-1,-0.98
-3.824e-07,-1,-0.98
-3.82e-07,-1,-0.98
-3.816e-07,-1,-0.98
-3.812e-07,-1,-0.98
-3.808e-07,-1.02,-0.98
-3.804e-07,-1.02,-0.98
-3.8e-07,-1.02,-0.98
-3.796e-07,-1.02,-0.98
-3.792e-07,-1,-0.98
-3.788e-07,-1,-0.98
-3.784e-07,-1,-0.98
-3.78e-07,-1.02,-0.98
-3.776e-07,-1.02,-0.98
-3.772e-07,-1.02,-0.98
-3.768e-07,-1.04,-0.98
-3.764e-07,-1.02,-0.98
-3.76e-07,-1.02,-0.96
-3.756e-07,-1.02,-0.96
-3.752e-07,-1,-0.96
-3.748e-07,-1,-0.96
-3.744e-07,-1,-0.96
-3.74e-07,-1.02,-0.98
-3.736e-07,-1.02,-0.98
-3.732e-07,-1.02,-0.98
-3.728e-07,-1.04,-1
-3.724e-07,-1.02,-1
-3.72e-07,-1.02,-1
-3.716e-07,-1.02,-0.98
-3.712e-07,-1,-0.96
-3.708e-07,-1,-0.96
-3.704e-07,-1,-0.96
-3.7e-07,-1.02,-0.98
-3.696e-07,-1.04,-0.98
-3.692e-07,-1.04,-0.98
-3.688e-07,-1.04,-1
-3.684e-07,-1.04,-0.98
-3.68e-07,-1.02,-0.98
-3.676e-07,-1.02,-0.98
-3.672e-07,-1.02,-0.96
-3.668e-07,-1.02,-0.98
-3.664e-07,-1.02,-0.98
-3.66e-07,-1.02,-0.98
-3.656e-07,-1.02,-0.98
-3.652e-07,-1.02,-0.96
-3.648e-07,-1.02,-0.98
-3.644e-07,-1.02,-0.98
-3.64e-07,-1.02,-0.98
-3.636e-07,-1.02,-1
-3.632e-07,-1.02,-0.98
-3.628e-07,-1.02,-0.98
-3.624e-07,-1.02,-0.98
-3.62e-07,-1.02,-0.98
-3.616e-07,-1.02,-0.98
-3.612e-07,-1.02,-0.98
-3.608e-07,-1.02,-1
-3.604e-07,-1.02,-0.98
-3.6e-07,-1.02,-0.98
-3.596e-07,-1.02,-0.98
-3.592e-07,-1,-0.96
-3.588e-07,-1,-0.96
-3.584e-07,-1,-0.96
-3.58e-07,-1.02,-0.96
-3.576e-07,-1.02,-0.96
-3.572e-07,-1.02,-0.96
-3.568e-07,-1.02,-0.96
-3.564e-07,-1.02,-0.96
-3.56e-07,-1.02,-0.96
-3.556e-07,-1.02,-0.96
-3.552e-07,-1.02,-0.96
-3.548e-07,-1.02,-0.98
-3.544e-07,-1.02,-0.96
-3.54e-07,-1.02,-0.96
-3.536e-07,-1.02,-0.96
-3.532e-07,-1.02,-0.94
-3.528e-07,-1.04,-0.96
-3.524e-07,-1.02,-0.96
-3.52e-07,-1.02,-0.96
-3.516e-07,-1.02,-0.96
-3.512e-07,-1,-0.96
-3.508e-07,-1.02,-0.98
-3.504e-07,-1.02,-0.98
-3.5e-07,-1.02,-0.98
-3.496e-07,-1.02,-1
-3.492e-07,-1.02,-0.98
-3.488e-07,-1.02,-0.98
-3.484e-07,-1.02,-0.98
-3.48e-07,-1.02,-0.98
-3.476e-07,-1.02,-0.98
-3.472e-07,-1.02,-0.98
-3.468e-07,-1.02,-0.98
-3.464e-07,-1.02,-0.98
-3.46e-07,-1.02,-0.98
-3.456e-07,-1.02,-0.98
-3.452e-07,-1.02,-0.98
-3.448e-07,-1.04,-0.98
-3.444e-07,-1.02,-0.98
-3.44e-07,-1.02,-0.96
-3.436e-07,-1.02,-0.96
-3.432e-07,-1,-0.96
-3.428e-07,-1,-0.96
-3.424e-07,-1,-0.96
-3.42e-07,-1.02,-0.98
-3.416e-07,-1.02,-0.98
-3.412e-07,-1.02,-0.98
-3.408e-07,-1.04,-1
-3.404e-07,-1.04,-0.98
-3.4e-07,-1.02,-0.98
-3.396e-07,-1,-0.98
-3.392e-07,-0.98,-0.96
-3.388e-07,-1,-0.96
-3.384e-07,-1,-0.96
-3.38e-07,-1,-0.96
-3.376e-07,-1.02,-0.96
-3.372e-07,-1,-0.96
-3.368e-07,-1,-0.96
-3.364e-07,-1,-0.96
-3.36e-07,-1,-0.96
-3.356e-07,-1,-0.96
-3.352e-07,-1,-0.96
-3.348e-07,-1,-0.98
-3.344e-07,-1,-0.98
-3.34e-07,-0.98,-0.98
-3.336e-07,-0.98,-0.98
-3.332e-07,-0.98,-0.96
-3.328e-07,-1,-0.96
-3.324e-07,-1,-0.96
-3.32e-07,-1.02,-0.96
-3.316e-07,-1.02,-0.96
-3.312e-07,-1.02,-0.96
-3.308e-07,-1.02,-0.98
-3.304e-07,-1.02,-0.98
-3.3e-07,-1.02,-0.98
-3.296e-07,-1.02,-0.98
-3.292e-07,-1.02,-0.96
-3.288e-07,-1.02,-0.96
-3.284e-07,-1.02,-0.96
-3.28e-07,-1.02,-0.98
-3.276e-07,-1.02,-1
-3.272e-07,-1,-1
-3.268e-07,-1.02,-1
-3.264e-07,-1.02,-1
-3.26e-07,-1.02,-0.98
-3.256e-07,-1.02,-0.98
-3.252e-07,-1,-0.98
-3.248e-07,-1.02,-0.98
-3.244e-07,-1.02,-0.98
-3.24e-07,-1.02,-0.98
-3.236e-07,-1.02,-0.98
-3.232e-07,-1,-0.98
-3.228e-07,-1,-0.98
-3.224e-07,-1,-0.98
-3.22e-07,-1.02,-0.98
-3.216e-07,-1.02,-0.98
-3.212e-07,-1.02,-0.98
-3.208e-07,-1.02,-1
-3.204e-07,-1.02,-1
-3.2e-07,-1,-1
-3.196e-07,-1,-1
-3.192e-07,-1,-0.98
-3.188e-07,-1.02,-1
-3.184e-07,-1.02,-1
-3.18e-07,-1.02,-1
-3.176e-07,-1.02,-1.02
-3.172e-07,-1.02,-1
-3.168e-07,-1.02,-1
-3.164e-07,-1.02,-1
-3.16e-07,-1.02,-0.98
-3.156e-07,-1.02,-0.98
-3.152e-07,-1,-0.98
-3.148e-07,-1.02,-1
-3.144e-07,-1.02,-1
-3.14e-07,-1.02,-1
-3.136e-07,-1.04,-1
-3.132e-07,-1.02,-0.98
-3.128e-07,-1.02,-0.98
-3.124e-07,-1.02,-0.98
-3.12e-07,-1,-0.98
-3.116e-07,-1,-0.98
-3.112e-07,-1,-0.96
-3.108e-07,-1,-0.98
-3.104e-07,-1,-0.98
-3.1e-07,-0.98,-0.98
-3.096e-07,-0.98,-0.98
-3.092e-07,-0.98,-0.98
-3.088e-07,-1,-0.98
-3.084e-07,-1,-0.98
-3.08e-07,-1.02,-0.98
-3.076e-07,-1.02,-0.98
-3.072e-07,-1.02,-0.98
-3.068e-07,-1.02,-0.98
-3.064e-07,-1.02,-0.98
-3.06e-07,-1.02,-0.98
-3.056e-07,-1.02,-0.98
-3.052e-07,-1.02,-0.96
-3.048e-07,-1.02,-0.96
-3.044e-07,-1.02,-0.96
-3.04e-07,-1.02,-0.98
-3.036e-07,-1.02,-0.98
-3.032e-07,-1.02,-0.98
-3.028e-07,-1.02,-0.98
-3.024e-07,-1.02,-0.98
-3.02e-07,-1.02,-0.96
-3.016e-07,-1.02,-0.96
-3.012e-07,-1.02,-0.96
-3.008e-07,-1.02,-0.96
-3.004e-07,-1.02,-0.96
-3e-07,-1.02,-0.98
-2.996e-07,-1.02,-0.98
-2.992e-07,-1.02,-0.98
-2.988e-07,-1.02,-1
-2.984e-07,-1.02,-0.98
-2.98e-07,-1.02,-0.98
-2.976e-07,-1.02,-0.98
-2.972e-07,-1.02,-0.96
-2.968e-07,-1.02,-0.98
-2.964e-07,-1.02,-0.98
-2.96e-07,-1.02,-0.98
-2.956e-07,-1.02,-0.98
-2.952e-07,-1,-0.98
-2.948e-07,-1.02,-0.98
-2.944e-07,-1.02,-0.98
-2.94e-07,-1.02,-0.98
-2.936e-07,-1.02,-0.98
-2.932e-07,-1,-0.98
-2.928e-07,-1,-0.98
-2.924e-07,-1,-0.98
-2.92e-07,-1,-0.98
-2.916e-07,-1,-0.98
-2.912e-07,-1,-0.98
-2.908e-07,-1,-0.98
-2.904e-07,-1,-0.98
-2.9e-07,-1.02,-0.98
-2.896e-07,-1.02,-0.98
-2.892e-07,-1.02,-0.96
-2.888e-07,-1.04,-0.98
-2.884e-07,-1.04,-0.98
-2.88e-07,-1.04,-0.98
-2.876e-07,-1.04,-0.98
-2.872e-07,-1.02,-0.96
-2.868e-07,-1.02,-0.96
-2.864e-07,-1.02,-0.94
-2.86e-07,-1.02,-0.94
-2.856e-07,-1.02,-0.96
-2.852e-07,-1.02,-0.96
-2.848e-07,-1.02,-0.98
-2.844e-07,-1.02,-0.98
-2.84e-07,-1.02,-0.98
-2.836e-07,-1.02,-0.98
-2.832e-07,-1.02,-0.96
-2.828e-07,-1.02,-0.96
-2.824e-07,-1.02,-0.96
-2.82e-07,-1.02,-0.96
-2.816e-07,-1.02,-0.96
-2.812e-07,-1,-0.96
-2.808e-07,-1.02,-0.98
-2.804e-07,-1.02,-0.98
-2.8e-07,-1.02,-0.98
-2.796e-07,-1.02,-0.98
-2.792e-07,-1,-0.98
-2.788e-07,-1,-0.98
-2.784e-07,-1,-0.98
-2.78e-07,-1,-0.98
-2.776e-07,-1,-0.98
-2.772e-07,-1,-0.96
-2.768e-07,-1,-0.96
-2.764e-07,-1,-0.96
-2.76e-07,-1,-0.98
-2.756e-07,-1,-0.98
-2.752e-07,-1,-0.98
-2.748e-07,-1,-0.98
-2.744e-07,-1,-0.98
-2.74e-07,-1,-0.98
-2.736e-07,-1,-0.98
-2.732e-07,-1,-0.98
-2.728e-07,-1,-0.98
-2.724e-07,-1,-0.98
-2.72e-07,-1.02,-0.98
-2.716e-07,-1.02,-0.98
-2.712e-07,-1.02,-0.98
-2.708e-07,-1.04,-0.98
-2.704e-07,-1.02,-0.98
-2.7e-07,-1.02,-0.98
-2.696e-07,-1.02,-0.98
-2.692e-07,-1,-0.98
-2.688e-07,-1,-0.98
-2.684e-07,-1,-0.98
-2.68e-07,-1,-0.98
-2.676e-07,-1,-0.98
-2.672e-07,-1,-0.98
-2.668e-07,-1.02,-0.98
-2.664e-07,-1.02,-0.98
-2.66e-07,-1.02,-0.96
-2.656e-07,-1.02,-0.96
-2.652e-07,-1.02,-0.96
-2.648e-07,-1.02,-0.96
-2.644e-07,-1.02,-0.96
-2.64e-07,-1.02,-0.96
-2.636e-07,-1.02,-0.96
-2.632e-07,-1.02,-0.96
-2.628e-07,-1.04,-0.96
-2.624e-07,-1.04,-0.96
-2.62e-07,-1.04,-0.98
-2.616e-07,-1.06,-0.98
-2.612e-07,-1.04,-0.98
-2.608e-07,-1.04,-1
-2.604e-07,-1.04,-0.98
-2.6e-07,-1.02,-0.98
-2.596e-07,-1.02,-0.98
-2.592e-07,-1.02,-0.96
-2.588e-07,-1.02,-0.96
-2.584e-07,-1.02,-0.96
-2.58e-07,-1,-0.98
-2.576e-07,-1,-0.98
-2.572e-07,-1,-0.98
-2.568e-07,-1,-0.98
-2.564e-07,-1,-0.98
-2.56e-07,-1.02,-0.98
-2.556e-07,-1.02,-0.98
-2.552e-07,-1.02,-0.98
-2.548e-07,-1.04,-0.98
-2.544e-07,-1.04,-0.98
-2.54e-07,-1.04,-0.98
-2.536e-07,-1.02,-0.98
-2.532e-07,-1,-0.98
-2.528e-07,-1,-0.98
-2.524e-07,-1,-0.98
-2.52e-07,-1.02,-0.98
-2.516e-07,-1.02,-0.98
-2.512e-07,-1.02,-0.98
-2.508e-07,-1.02,-0.98
-2.504e-07,-1.02,-0.98
-2.5e-07,-1.02,-0.98
-2.496e-07,-1.02,-0.98
-2.492e-07,-1.02,-0.98
-2.488e-07,-1.02,-0.98
-2.484e-07,-1.02,-0.98
-2.48e-07,-1.02,-0.98
-2.476e-07,-1.02,-0.98
-2.472e-07,-1,-0.98
-2.468e-07,-1,-0.98
-2.464e-07,-1,-0.98
-2.46e-07,-1,-0.96
-2.456e-07,-1,-0.96
-2.452e-07,-1,-0.96
-2.448e-07,-1,-0.96
-2.444e-07,-1,-0.96
-2.44e-07,-1.02,-0.96
-2.436e-07,-1.02,-0.96
-2.432e-07,-1.02,-0.96
-2.428e-07,-1.04,-0.98
-2.424e-07,-1.02,-0.98
-2.42e-07,-1.02,-0.98
-2.416e-07,-1.02,-1
-2.412e-07,-1,-0.98
-2.408e-07,-1,-0.98
-2.404e-07,-1,-0.98
-2.4e-07,-1,-0.96
-2.396e-07,-1,-0.96
-2.392e-07,-1,-0.96
-2.388e-07,-1.02,-0.96
-2.384e-07,-1.02,-0.96
-2.38e-07,-1.02,-0.98
-2.376e-07,-1.02,-0.98
-2.372e-07,-1,-0.98
-2.368e-07,-1.02,-0.98
-2.364e-07,-1.02,-0.98
-2.36e-07,-1.02,-0.98
-2.356e-07,-1.02,-0.98
-2.352e-07,-1,-0.98
-2.348e-07,-1.02,-0.98
-2.344e-07,-1.02,-0.98
-2.34e-07,-1.04,-0.98
-2.336e-07,-1.04,-0.98
-2.332e-07,-1.02,-0.98
-2.328e-07,-1.02,-0.98
-2.324e-07,-1,-0.98
-2.32e-07,-0.98,-1
-2.316e-07,-1,-1
-2.312e-07,-1,-1
-2.308e-07,-1.02,-1
-2.304e-07,-1.02,-1
-2.3e-07,-1.02,-0.98
-2.296e-07,-1.02,-0.98
-2.292e-07,-1.02,-0.98
-2.288e-07,-1.02,-1
-2.284e-07,-1.02,-1
-2.28e-07,-1.02,-1
-2.276e-07,-1.02,-0.98
-2.272e-07,-1.02,-0.96
-2.268e-07,-1.02,-0.98
-2.264e-07,-1.02,-0.98
-2.26e-07,-1.02,-0.98
-2.256e-07,-1.02,-0.98
-2.252e-07,-1.02,-0.98
-2.248e-07,-1.02,-0.98
-2.244e-07,-1.02,-0.98
-2.24e-07,-1.02,-0.98
-2.236e-07,-1.02,-0.98
-2.232e-07,-1,-0.96
-2.228e-07,-1.02,-0.96
-2.224e-07,-1.02,-0.96
-2.22e-07,-1.02,-0.98
-2.216e-07,-1.02,-0.98
-2.212e-07,-1,-0.98
-2.208e-07,-1,-0.98
-2.204e-07,-1,-0.98
-2.2e-07,-1.02,-0.96
-2.196e-07,-1.02,-0.96
-2.192e-07,-1.02,-0.96
-2.188e-07,-1.02,-0.96
-2.184e-07,-1.02,-0.96
-2.18e-07,-1,-0.98
-2.176e-07,-1.02,-0.98
-2.172e-07,-1.02,-0.98
-2.168e-07,-1.04,-0.98
-2.164e-07,-1.04,-0.98
-2.16e-07,-1.04,-0.98
-2.156e-07,-1.04,-0.98
-2.152e-07,-1.02,-0.98
-2.148e-07,-1.02,-0.98
-2.144e-07,-1.02,-0.98
-2.14e-07,-1.02,-0.98
-2.136e-07,-1.02,-0.98
-2.132e-07,-1.02,-0.96
-2.128e-07,-1.04,-0.96
-2.124e-07,-1.04,-0.96
-2.12e-07,-1.04,-0.98
-2.116e-07,-1.04,-0.98
-2.112e-07,-1.02,-0.98
-2.108e-07,-1.02,-1
-2.104e-07,-1,-0.98
-2.1e-07,-1.02,-0.98
-2.096e-07,-1.02,-0.98
-2.092e-07,-1.02,-0.96
-2.088e-07,-1.02,-0.98
-2.084e-07,-1.02,-0.98
-2.08e-07,-1.04,-0.98
-2.076e-07,-1.04,-0.98
-2.072e-07,-1.04,-0.96
-2.068e-07,-1.04,-0.96
-2.064e-07,-1.04,-0.96
-2.06e-07,-1.02,-0.96
-2.056e-07,-1.02,-0.96
-2.052e-07,-1.02,-0.96
-2.048e-07,-1.02,-0.96
-2.044e-07,-1.02,-0.96
-2.04e-07,-1,-0.98
-2.036e-07,-1,-0.98
-2.032e-07,-1,-0.98
-2.028e-07,-1,-0.98
-2.024e-07,-1,-0.98
-2.02e-07,-1,-0.96
-2.016e-07,-1,-0.96
-2.012e-07,-1,-0.96
-2.008e-07,-1.02,-0.98
-2.004e-07,-1.02,-0.98
-2e-07,-1.02,-1
-1.996e-07,-1.02,-1
-1.992e-07,-1.02,-1
-1.988e-07,-1.04,-1.02
-1.984e-07,-1.04,-1
-1.98e-07,-1.04,-1
-1.976e-07,-1.04,-1
-1.972e-07,-1.02,-0.98
-1.968e-07,-1.02,-0.98
-1.964e-07,-1.02,-0.98
-1.96e-07,-1.02,-0.96
-1.956e-07,-1.02,-0.96
-1.952e-07,-1.02,-0.96
-1.948e-07,-1.02,-0.96
-1.944e-07,-1.02,-0.96
-1.94e-07,-1.02,-0.96
-1.936e-07,-1.02,-0.96
-1.932e-07,-1,-0.96
-1.928e-07,-1.02,-0.96
-1.924e-07,-1.02,-0.96
-1.92e-07,-1.02,-0.94
-1.916e-07,-1.02,-0.94
-1.912e-07,-1,-0.94
-1.908e-07,-1.02,-0.96
-1.904e-07,-1.02,-0.98
-1.9e-07,-1.02,-0.98
-1.896e-07,-1.02,-0.98
-1.892e-07,-1.02,-0.96
-1.888e-07,-1.02,-0.96
-1.884e-07,-1.02,-0.96
-1.88e-07,-1.02,-0.96
-1.876e-07,-1.02,-0.96
-1.872e-07,-1.02,-0.96
-1.868e-07,-1.02,-0.96
-1.864e-07,-1.02,-0.96
-1.86e-07,-1.02,-0.98
-1.856e-07,-1.02,-0.98
-1.852e-07,-1.02,-0.98
-1.848e-07,-1.02,-0.98
-1.844e-07,-1.02,-0.98
-1.84e-07,-1.02,-0.96
-1.836e-07,-1.02,-0.96
-1.832e-07,-1,-0.96
-1.828e-07,-1,-0.98
-1.824e-07,-1,-0.98
-1.82e-07,-1.02,-0.98
-1.816e-07,-1.02,-0.98
-1.812e-07,-1.02,-0.98
-1.808e-07,-1.02,-0.98
-1.804e-07,-1.02,-0.98
-1.8e-07,-1.02,-0.98
-1.796e-07,-1.02,-0.98
-1.792e-07,-1.02,-0.96
-1.788e-07,-1.02,-0.96
-1.784e-07,-1.02,-0.96
-1.78e-07,-1.02,-0.96
-1.776e-07,-1.02,-0.96
-1.772e-07,-1,-0.96
