CH1,CH2,CH3
-0.0343,-1.72,-1.72
-0.0342,-1.76,-1.76
-0.0341,-1.72,-1.72
-0.034,-1.76,-1.76
-0.0339,-1.76,-1.76
-0.0338,-1.8,-1.76
-0.0337,-1.8,-1.76
-0.0336,-1.8,-1.8
-0.0335,-1.8,-1.8
-0.0334,-1.84,-1.84
-0.0333,-1.84,-1.84
-0.0332,-1.84,-1.84
-0.0331,-1.84,-1.84
-0.033,-1.84,-1.84
-0.0329,-1.84,-1.88
-0.0328,-1.88,-1.84
-0.0327,-1.88,-1.84
-0.0326,-1.92,-1.88
-0.0325,-1.92,-1.88
-0.0324,-1.92,-1.92
-0.0323,-1.92,-1.92
-0.0322,-1.92,-1.92
-0.0321,-1.96,-1.92
-0.032,-1.96,-1.92
-0.0319,-1.96,-1.96
-0.0318,-1.96,-1.96
-0.0317,-2,-2
-0.0316,-2,-1.96
-0.0315,-2,-2
-0.0314,-2,-2
-0.0313,-2.04,-2
-0.0312,-2.04,-2.04
-0.0311,-2.04,-2.04
-0.031,-2.08,-2.04
-0.0309,-2.04,-2.08
-0.0308,-2.08,-2.08
-0.0307,-2.08,-2.08
-0.0306,-2.08,-2.08
-0.0305,-2.12,-2.08
-0.0304,-2.12,-2.12
-0.0303,-2.16,-2.12
